Identifiant espace vert;Typologie d'espace vert;Catégorie;Adresse - Numéro;Adresse - Complément;Adresse - type voie;Adresse - Libellé voie;Code postal;Surface calculée;Superficie totale réelle;Surface horticole;Présence cloture;Périmètre;Année de l'ouverture;Année de rénovation;Ancien nom de l'espace vert;Année de changement de nom;Nombre d'entités;Ouverture 24h_24h;ID_DIVISION;ID_ATELIER_HORTICOLE;IDA3D_ENB;SITE_VILLES;ID_EQPT;Compétence
333;Promenades ouvertes;Square;260;;RUE DE;VAUGIRARD;75015;4229;3980;1676;Oui;335.40982634;1896;;SQUARE DE LA PLACE ADOLPHE CHERIOUX;2018;1;Non;115;25;56477;3224;3494;CA
653;Promenades ouvertes;Square;11;;BOULEVARD D;ALGERIE;75019;47014;46880;32006;Oui;922.25783403;1938;1968;;;1;Non;119;43;68011;1429;3489;CA
669;Promenades ouvertes;Square;31;;QUAI DE LA;LOIRE;75019;1128;900;156;Oui;183.58893965;1989;;;;1;Oui;119;42;65690;1533;3569;CA
452;Promenades ouvertes;Square;89;;RUE DE;TOCQUEVILLE;75017;2555;2041;1107;Oui;307.651034;1968;;JARDIN D'IMMEUBLES RUE DE TOCQUEVILLE;;1;Non;117;35;61327;3970;3455;CA
11263;Promenades ouvertes;Square;1;;RUE;JEAN OESTREICHER;75017;2257;2293;1596;Oui;280.53242245;1990;;DALLE PERIPHERIQUE B1;1992;1;Non;117;34;61342;4315;3326;CA
531;Promenades ouvertes;Square;1;;RUE;FREDERIC SCHNEIDER;75018;4937;4670;1676;Oui;292.7457071;1931;2006;;1932;1;Non;118;38;62938;4135;3642;CA
223;Promenades ouvertes;Square;2;;RUE;FERNAND WIDAL;75013;2539;3335;2797;Oui;218.30012604;1935;;;;1;Non;113;17;51969;3080;3605;CA
532;Promenades ouvertes;Square;12;;RUE DU;MONT CENIS;75018;974;875;469;Oui;132.34023178;1931;;SQUARE RUE DU MONT-CENIS;;1;Non;118;37;63398;4126;3516;CA
773;Promenades ouvertes;Square;48;;BOULEVARD;DAVOUT;75020;1914;1885;1627;Oui;182.47030419;1985;;SQUARE DE LA RUE PAGANINI;2019;1;Oui;120;47;69258;1980;3522;CA
749;Promenades ouvertes;Square;13;;RUE;SORBIER;75020;5869;5640;3301;Oui;376.69718595;1938;;SQUARE RUES SORBIER - BIDASSOA;2016;1;Non;120;44;70624;1556;3700;CA
752;Promenades ouvertes;Jardin;1;;RUE;SERPOLLET;75020;2509;2573;55;Oui;128.88885051;1963;2020;;;1;Non;120;46;68701;2152;3430;CA
11264;Promenades ouvertes;Square;40;;QUAI DE LA;SEINE;75019;502;250;30;Oui;143.20284848;1989;;;;1;Oui;119;42;65687;1533;3396;CA
10077;Promenades ouvertes;Square;7;;RUE;SAINTE LEONIE;75014;3802;3820;3820;Oui;331.66311201;2006;;SQUARE DE LA ZAC DIDOT;2019;1;Non;114;22;55453;351;3528;CA
823;Jardinets décoratifs;Jardinet;14;;RUE;MARIE STUART;75002;17;16;7;Oui;17.33436547;;;;;1;Non;101;1;41822;2283;3791;CA
53;Jardinets décoratifs;Plate-bande;26;;RUE;SAINT-VICTOR;75005;156;95;95;Oui;88.73975164;;;;;2;Non;113;4;44283;892;3804;CA
895;Jardinets décoratifs;Plate-bande;13;V;BOULEVARD;PASTEUR;75015;812;645;645;Oui;656.17942087;1905;;;;2;Non;115;24;57500;1130;3802;CA
70;Jardinets décoratifs;Square;2;;RUE DE;SEINE;75006;350;379;378;Oui;86.01920443;1947;;;;1;Non;114;5;45212;411;3614;CA
543;Promenades ouvertes;Jardin;36;;RUE DU;SIMPLON;75018;204;291;65;Oui;58.08200266;1974;;;;1;Non;118;38;62512;552;6235;CA
11269;Jardinets décoratifs;Pelouse;1;;PLACE;DU GENERAL CATROUX;75017;678;475;475;Oui;114.41024597;1862;;;;1;Non;117;35;203509;4313;8823;CA
10797;Décorations sur la voie publique;Jardiniere;29;;RUE DU;DOCTEUR FINLAY;75015;12;26;26;Non;23.03133366;;;;;3;;115;26;JDE7403;SV;7403;CA
11208;Murs végétalisés;Murs vegetalises;7;;IMPASSE;BERTHAUD;75003;2;;;Non;8.08556006;2007;;;;1;;101;2;JDE7131;SV;7131;CP
785;Jardinets décoratifs;Talus;45;;RUE DES;COURONNES;75020;1511;1600;1600;Oui;319.91097922;1925;;;;1;Non;120;44;0;1727;7568;CA
11135;Murs végétalisés;Murs vegetalises;61;BIS;RUE DU;FAUBOURG SAINT-DENIS;75010;2;;;Non;10.0277396;2006;2010;;;1;;104;10;JDE7243;SV;7243;CP
10219;Décorations sur la voie publique;Jardiniere;10;;RUE DE L';HOTEL DE VILLE;75004;18;4;4;Non;34.1950658;;;;;4;;101;3;JDE7139;SV;7139;CA
10381;Décorations sur la voie publique;Jardiniere;134;;RUE DE LA;GLACIERE;75013;101;100;100;Non;58.20889723;;;;;1;;113;19;JDE7334;SV;7334;CA
10215;Décorations sur la voie publique;Decoration;1;;PLACE;LOUIS LEPINE;75004;70;92;92;Non;79.99471817;;;;;1;;101;3;JDE7135;SV;7135;CA
10983;Décorations sur la voie publique;Jardiniere;1;;RUE;WATT;75013;107;70;70;Non;272.14613576;2008;;;;2;;113;17;JDE7357;SV;7357;CA
10300;Décorations sur la voie publique;Jardiniere;25;BIS;RUE DU;CHATEAU LANDON;75010;131;145;145;Non;47.24018188;;;;;1;;104;10;JDE7228;SV;7228;CA
334;Promenades ouvertes;Promenade;71;;AVENUE DE;BRETEUIL;75015;3596;3902;3308;Non;552.89828722;1900;;;;0;Oui;115;6;56392;3634;5000;CP
548;Promenades ouvertes;Parc;1;;RUE DE LA;BONNE;75018;4669;4715;1961;Oui;352.83999452;1988;;PARC DE LA TURLURE;2004;1;Non;118;37;62611;1170;3440;CA
11062;Etablissements sportifs;Espace Vert;18;;AVENUE;MARC SANGNIER;75014;4688;4549;4549;Oui;1896.49572416;;;;;1;Non;114;23;0;180;2959 DJS;CP
10810;Décorations sur la voie publique;Jardiniere;56;;RUE DE;VOUILLE;75015;140;117;117;Non;142.40024549;;;;;7;;115;28;JDE7418;SV;7418;CA
10850;Décorations sur la voie publique;Jardiniere;82;V;BOULEVARD DES;BATIGNOLLES;75017;53;43;43;Non;49.76649644;;;;;3;;117;35;JDE7483;SV;7483;CA
136;Promenades ouvertes;Square;143;;RUE DE LA;ROQUETTE;75011;14838;15920;7140;Oui;664.48215355;1977;;;;1;Non;111;12;49153;2012;3507;CA
10721;Décorations sur la voie publique;Jardiniere;48;V;RUE;HENRI HUCHARD;75018;239;172;172;Non;143.8970926;;;;;3;;118;38;JDE6220;SV;6220;CA
10827;Décorations sur la voie publique;Decoration;1;V;PLACE;RODIN;75016;64;55;55;Non;119.48463826;;;;;2;;116;32;JDE7449;SV;7449;CA
10253;Décorations sur la voie publique;Jardiniere;141;;RUE;MOUFFETARD;75005;7;10;10;Non;14.78513087;;;;;1;;113;4;JDE7181;SV;7181;CA
10888;Décorations sur la voie publique;Decoration;1;V;PLACE;HEBERT;75018;79;56;56;Non;31.65454949;;;;;1;;118;39;JDE7514;SV;7514;CA
920;Cimetières;Cimetière;6;;RUE;LUCIEN GAULARD;75018;6415;5900;;Oui;365.95494179;1831;;;;1;Non;16;160;62752;4133;5077;CP
10419;Décorations sur la voie publique;Jardiniere;1;;AVENUE;MAURICE D'OCAGNE;75014;139;130;130;Non;72.22088409;;;;;2;;114;23;JDE7388;SV;7388;CA
10869;Décorations sur la voie publique;Jardiniere;144;;RUE;MARCADET;75018;28;28;28;Non;46.11958041;;;;;6;;118;38;JDE6221;SV;6221;CA
10990;Décorations sur la voie publique;Jardiniere;16;;RUE DES;HAIES;75020;4;4;4;Non;10.20423268;2009;;;;1;;120;46;JDE7592;SV;7592;CA
10362;Décorations sur la voie publique;Jardiniere;6;;RUE;JEANNE D'ARC;75013;250;105;105;Non;156.48375634;;;;;3;;113;163;JDE7316;SV;7316;CA
348;Promenades ouvertes;Square;1;;RUE;RENE RAVAUD;75015;13060;14660;6726;Oui;621.59071416;1971;;SQUARE BOULEVARD VICTOR;2000;1;Non;115;29;57258;4297;5001;CA
404;Promenades ouvertes;Jardin;2;;PLACE DE LA;PORTE DE SAINT CLOUD;75016;3154;3420;720;Non;203.11948934;1936;1977;;;1;Oui;116;32;59101;3817;6293;CA
11342;Décorations sur la voie publique;Jardiniere;86;;BOULEVARD;PONIATOWSKI;75012;69;54;54;Non;72.98886212;2012;;;;2;;111;13;JDE8771;SV;8771;CA
11338;Promenades ouvertes;Jardin;7;;ALLEE;ISADORA DUNCAN;75015;3440;3440;2500;Oui;338.24674402;2017;;JARDIN DE L'ANCIEN HOPITAL BOUCICAUT;2018;1;Non;115;25;130992;1213;9663;CA
11162;Murs végétalisés;Murs vegetalises;3;;BOULEVARD;BRUNE;75014;22;;;Non;84.88537658;2004;;;;1;;114;23;JDE7393;4294;7393;CP
11435;Ephémères, partagés, pédagogiques;Jardin partage;24;;RUE;PAUL BARRUEL;75015;347;300;300;Oui;75.51449192;2014;;LE JARDIN DE LA FELICITE;;1;Non;115;24;0;1902;10648;CA
900;Jardinets décoratifs;Jardinet;82;;RUE D';AUTEUIL;75016;123;400;400;Oui;82.9186454;;;;;3;Non;116;31;59043;1136;3734;CA
10718;Décorations sur la voie publique;Jardiniere;62;V;BOULEVARD DES;BATIGNOLLES;75017;816;827;827;Non;393.05748297;;;;;5;;117;36;JDE7479;SV;7479;CA
10749;Murs végétalisés;Murs vegetalises;30;B;RUE;GUY MOQUET;75017;7;;;Non;20.14031555;2007;;;;1;;117;36;JDE7504;SV;7504;CA
11446;Murs végétalisés;Murs vegetalises;28;;RUE;BIOT;75017;20;;;Non;71.27557004;2011;;;;1;;117;36;JDE9427;SV;9427;CP
11464;Promenades ouvertes;Promenade;33;;QUAI DE LA;GIRONDE;75019;1954;1800;800;Non;275.28996169;2012;;;;1;Oui;119;41;204790;5731;8560;CA
10895;Décorations sur la voie publique;Jardiniere;2;V;rue;CURIAL;75019;79;130;130;Non;125.87704443;2009;;;;3;;119;42;JDE6404;SV;6404;CA
11492;Décorations sur la voie publique;Jardiniere;1;;RUE;GILBERT CESBRON;75017;686;680;680;Non;602.55121031;2017;;;;12;;117;36;JDE10261;SV;10261;CA
11517;Ephémères, partagés, pédagogiques;Jardin partage;10;;RUE DU;MAROC;75019;498;530;530;Oui;126.56783649;2001;;;;1;Non;119;42;237595;349;8163;CA
11519;Ephémères, partagés, pédagogiques;Jardin partage;18;;RUE;LEON GIRAUD;75019;420;400;400;Oui;81.46991231;2003;;;;1;Non;119;42;118079;4687;6686;CP
11538;Murs végétalisés;Murs vegetalises;16;;RUE DE LA;PERLE;75003;3;;;Non;18.50699661;2016;;;;6;;101;2;JDE10241;SV;10241;CA
731;Périphérique;Talus;0;;;;75019;559;;;Non;155.66139647;;;;;1;;999;;0;0;0;0
265;Périphérique;Talus;0;;;;75013;937;;;Non;197.51171697;;;;;1;;9;;0;0;0;0
11554;Périphérique;Talus;0;;;;75013;1890;;;Non;257.60185608;;;;;1;;9;;0;0;0;0
803;Périphérique;Talus;0;;;;75020;3343;;;Non;383.58498554;;;;;1;;9;;0;0;0;0
637;Périphérique;Talus;0;;;;75018;113;;;Non;63.98862273;;;;;1;;999;;0;0;0;0
11592;Périphérique;Talus;0;;;;75018;1223;;;Non;599.88226293;;;;;1;;999;;0;0;0;0
11593;Périphérique;Talus;0;;;;75017;1819;;;Non;352.03071053;;;;;1;;999;;0;0;0;0
275;Périphérique;Talus;0;;;;75013;368;;;Non;192.10059495;;;;;1;;9;;0;0;0;0
393;Périphérique;Talus;0;;;;75015;1095;;;Non;235.12959195;;;;;1;;9999;;0;0;0;0
11668;Périphérique;Talus;0;;;;75016;520;;;Non;224.93535664;;;;;1;;9999;;0;0;0;0
11687;Décorations sur la voie publique;Jardiniere;1;;RUE;BOUTEBRIE;75005;32;20;20;Non;35.16955765;2017;;;;1;;113;4;JDE10242;SV;10242;CA
11691;Décorations sur la voie publique;Jardiniere;6;;RUE DE;MONTYON;75009;60;60;60;Non;144.11888289;2017;;;;7;;104;8;JDE10247;SV;10247;CA
11696;Murs végétalisés;Murs vegetalises;35;;RUE DE;ROCHECHOUART;75009;0;;;Non;4.97368549;2017;;;;2;;104;8;JDE9584;SV;9584;CA
403;Promenades ouvertes;Jardin;38;;AVENUE;FERDINAND BUISSON;75016;17113;17200;12000;Oui;1101.5840907;1930;;;;1;Oui;116;32;59935;4252;6399;CA
11748;Murs végétalisés;Murs vegetalises;60;;RUE DE LA;JUSTICE;75020;0;;;Non;5.49779963;2016;;;;2;;120;45;JDE9646;3419;9646;CA
11785;Décorations sur la voie publique;Jardiniere;144;;RUE;MOUFFETARD;75005;22;36;36;Non;21.99419139;2018;;;;1;;113;4;JDE10491;SV;10491;CA
50;Jardinets décoratifs;Jardinet;21;;PLACE DU;PANTHEON;75005;60;120;101;Oui;82.86630337;1926;;;;1;Non;113;4;132922;2216;3738;CA
11852;Ephémères, partagés, pédagogiques;Jardin partage;13;;RUE;JULIA BARTET;75014;487;250;250;Oui;;2013;;LES JARDINS DE LA DOUVE;;3;Non;114;23;194297;537;0;0
11433;Ephémères, partagés, pédagogiques;Jardin partage;9;;RUE;CAUCHY;75015;104;113;113;Oui;44.17129216;2013;;LE JARDIN AUX P'TITS OIGNONS;;1;Non;115;27;237581;943;9338;CA
11911;Murs végétalisés;Murs vegetalises;55;;RUE DU;BORREGO;75020;;;;Non;;2017;;;;1;;120;45;JDE9647;SV;9647;CA
11934;Décorations sur la voie publique;Jardiniere;3;;RUE;PIERRE REBIERE;75017;;255;255;Non;;2019;;;;8;;117;35;JDE10712;SV;10712;CA
11939;Décorations sur la voie publique;Jardiniere;9;;RUE;COMPANS;75019;47;45;45;Non;;2019;;;;1;;119;43;JDE10730;SV;10730;CA
11944;Décorations sur la voie publique;Jardiniere;1;U;VOIE;FD/13;75013;389;400;400;Non;;2019;;;;3;;113;18;JDE10715;SV;10715;CA
11807;Décorations sur la voie publique;Jardiniere;80;M;BOULEVARD DE;BERCY;75012;92;100;100;Non;;2018;;;;1;;111;15;JDE10710;SV;10710;CA
11222;Promenades ouvertes;Jardin;46;;RUE D';ALSACE;75010;2959;2642;1097;Oui;393.38421988;2019;;JARDIN BALCON VERT;2019;1;Non;104;10;257456;442;7083;CA
11901;Murs végétalisés;Murs vegetalises;133;;AVENUE DE;SAINT-OUEN;75017;2;;;Non;;2020;;;;1;;117;36;JDE9622;SV;9622;CP
11995;Murs végétalisés;Murs vegetalises;9;;RUE DE L';ARBALETE;75005;;6;6;Non;;2020;;;;1;;113;4;JDE11547;SV;11547;CP
12038;Murs végétalisés;Murs vegetalises;3;;PLACE D';ANVERS;75009;;80;80;Non;;2016;;SQUARE D'ANVERS;;1;;104;8;0;SV;0;0
12045;Murs végétalisés;Murs vegetalises;6;;RUE;SERVAN;75011;;54;54;Non;;2016;;SQUARE DE LA ROQUETTE;;1;;111;12;0;2012;0;0
12067;Murs végétalisés;Murs vegetalises;34;;BOULEVARD;KELLERMANN;75013;;120;120;Non;;2017;;PROMENADE PC 13 - POTERNE DES PEUPLIERS;;2;;113;20;0;331;0;0
12099;Murs végétalisés;Murs vegetalises;2;;RUE DE LA;MONTAGNE DE LA FAGE;75015;;125;125;Non;;2019;;PARC ANDRE CITROEN;;1;;115;27;0;3244;0;0
12101;Murs végétalisés;Murs vegetalises;3;;RUE;CAUCHY;75015;;58;58;Non;;2015;;JARDIN DES CEVENNES;;1;;115;27;0;943;0;0
12119;Murs végétalisés;Murs vegetalises;25;;RUE;LOUIS PASTEUR VALLERY RADOT;75018;;250;250;Non;;2020;;SQUARE DE LA RUE HENRI HUCHARD;;1;;118;38;0;4150;0;0
12122;Murs végétalisés;Murs vegetalises;38;;RUE;CHARLES HERMITE;75018;;120;120;Non;;2017;;SQUARE DE LA RUE CHARLES HERMITE;;1;;118;39;0;4141;0;0
11975;Décorations sur la voie publique;Jardiniere;68;;RUE;RENE BINET;75018;145;145;145;Non;;2020;;;;7;;118;38;JDE10869;SV;10869;CA
12175;Décorations sur la voie publique;Jardiniere;113;B;BOULEVARD;SERURIER;75019;2;3;3;Non;;2020;;;;1;;119;43;JDE11687;SV;11687;CP
12180;Décorations sur la voie publique;Jardiniere;132;;RUE DE;LAGNY;75020;202;200;200;Non;;2020;;;;1;;120;47;JDE11692;SV;11692;CP
12181;Décorations sur la voie publique;Jardiniere;5;;RUE DU;COMMANDANT L'HERMINIER;75020;144;140;140;Non;;2020;;;;6;;120;47;JDE11693;SV;11693;CP
12898;Décorations sur la voie publique;Jardiniere;14;;RUE;CHARLES BAUDELAIRE;75012;214;;;Non;;9999;;;;6;;111;15;JDE11857;SV;11857;CP
11965;Décorations sur la voie publique;Jardiniere;1;;PLACE;HENRI MATISSE;75020;176;170;170;Non;;2021;;;;2;;120;44;JDE10858;SV;10858;CA
12937;Décorations sur la voie publique;Jardiniere;52;V;BOULEVARD;PASTEUR;75015;1444;1600;1600;Non;;2021;;;;50;;115;24;JDE11950;SV;11950;CP
11888;Murs végétalisés;Murs vegetalises;40;;RUE;MADAME;75006;39;;;Non;;2020;;;;0;;114;5;JDE9575;SV;9575;CP
18;Promenades ouvertes;Square;2;;QUAI DE L;ARCHEVECHE;75004;10985;10797;2837;Oui;647.06223923;1844;;;;1;Non;101;3;43390;528;4955;CP
103;Promenades ouvertes;Jardin;14;;COURS LA;REINE;75008;6489;1280;6599;Non;446.52069384;2006;;;;1;Oui;104;9;46198;3746;4981;CP
146;Promenades ouvertes;Promenade;35;;BOULEVARD;RICHARD LENOIR;75011;836;750;240;Non;133.71573571;1976;;;;0;Oui;111;11;48622;3857;3447;CA
233;Promenades ouvertes;Square;11;;AVENUE;CAFFIERI;75013;792;713;646;Oui;212.39134343;1973;;;;1;Oui;113;20;53072;330;3535;CA
102;Promenades ouvertes;Jardin;22;;RUE;BALZAC;75008;5003;3844;3074;Oui;411.20538465;1998;;;;1;Non;104;8;46437;4546;6397;CP
188;Promenades ouvertes;Promenade;113;;AVENUE;DAUMESNIL;75012;14945;14034;8545;Oui;2723.06041544;1995;;COULEE VERTE -  VIADUC DES ARTS;2013;1;Non;111;15;51858;85;4994;CP
283;Promenades ouvertes;Square;30;;AVENUE;ERNEST REYER;75014;27738;27516;15793;Oui;666.43960365;1930;;;1981;1;Non;114;23;55322;4031;3570;CA
297;Promenades ouvertes;Square;5;;RUE;LEONIDAS;75014;1072;1035;210;Oui;250.57309035;1978;;SQUARE OLIVIER NOYER - LEONIDAS;2016;1;Non;114;22;55145;1099;3651;CA
251;Promenades ouvertes;Jardin;18;;RUE;WATTEAU;75013;6640;4580;3298;Oui;582.53793025;2000;;JARDIN DU 122 BOULEVARD DE L'HOPITAL;2016;1;Non;113;19;52882;4018;4998;CA
244;Promenades ouvertes;Jardin;46;;RUE;BOUSSINGAULT;75013;1380;1500;766;Oui;233.00112193;1989;;;;1;Non;113;19;52236;1513;3415;CA
399;Promenades ouvertes;Square;1;;AVENUE;PAUL DOUMER;75016;972;894;848;Oui;146.33072847;1889;;;1932;1;Non;116;33;59740;4308;5014;CA
414;Promenades ouvertes;Jardin;1;;AVENUE;ADRIEN HEBRARD;75016;4577;6040;4640;Oui;283.49264208;1972;1994;SQUARE RODIN  ANC. JARDIN DE LA PLACE RODIN;;1;Non;116;32;59720;3732;3344;CA
450;Promenades ouvertes;Jardin;18;;AVENUE;BRUNETIERE;75017;5887;5918;2645;Oui;378.27296192;1947;;;1992;1;Non;117;35;61366;3516;3325;CA
660;Promenades ouvertes;Square;23;;RUE;PETIT;75019;1779;1800;1700;Oui;173.20768667;1972;2008;MAIL PASSAGE DU NORD;2007;1;Non;119;42;64504;91;3427;CA
786;Promenades ouvertes;Jardin;117;;RUE DE;MENILMONTANT;75020;1479;1800;1112;Oui;157.55160174;2005;;;;1;Non;120;45;69636;131;3384;CA
753;Promenades ouvertes;Square;2;;RUE DU;TRANSVAAL;75020;2717;2740;1240;Oui;221.80636791;1978;;;1933;1;Oui;120;44;70560;1727;5029;CA
664;Promenades ouvertes;Mail;5;;RUE;HECTOR GUIMARD;75019;4800;5323;1917;Non;373.44163233;1984;;JARDIN DE LA PLACE MARCEL ACHARD;;1;Oui;119;42;65943;3024;3422;CA
11352;Jardinets décoratifs;Jardinet;9;V;PLACE D';ITALIE;75013;1109;1086;1086;Oui;186.79537566;;;;;1;Non;113;163;206047;3077;3342;CA
10138;Promenades ouvertes;Jardin;18;B;RUE DU;DEPARTEMENT;75018;43393;42140;21000;Oui;1111.77857968;2007;;COUR DU MAROC;2007;1;Non;118;39;64397;5004;5026;CP
910;Jardinets décoratifs;Jardinet;11;;PLACE;JEAN-BAPTISTE CLEMENT;75018;351;292;175;Oui;82.87813379;;;;;1;Non;118;37;62472;4127;3788;CA
915;Jardinets décoratifs;Jardinet;90;V;BOULEVARD DE;CLICHY;75018;4095;3565;3565;Non;4611.66365144;;;;;132;;118;37;62206;SV;5055;CA
675;Jardinets décoratifs;Jardinet;1;;AVENUE DE LA;PORTE DES LILAS;75019;368;375;290;Oui;78.42532914;1968;;;;1;Non;119;43;65348;3112;3765;CA
11138;Murs végétalisés;Murs vegetalises;9;;RUE DE;MAZAGRAN;75010;3;;;Non;15.98576282;2007;;;;1;;104;10;JDE7246;SV;7246;CP
11169;Murs végétalisés;Murs vegetalises;7;;RUE DE;CAUCHY;75015;18;;;Non;142.89839215;2004;;JARDIN DES CEVENNES;;2;;115;27;JDE7436;943;7436;0
10957;Décorations sur la voie publique;Jardiniere;23;;RUE;RAOUL WALLENBERG;75019;70;100;100;Non;30.50015157;2007;;;;1;;119;43;JDE7547;SV;7547;CA
10218;Décorations sur la voie publique;Jardiniere;7;;RUE DES;BARRES;75004;153;220;220;Non;169.87354281;;;;;3;;101;3;JDE7138;SV;7138;CA
11110;Décorations sur la voie publique;Jardiniere;7;;RUE;ADOLPHE MILLE;75019;706;650;650;Non;186.79895692;2009;;;;3;;119;41;JDE6403;SV;6403;CA
10802;Décorations sur la voie publique;Jardinet;2;X;ALLEE DES;CYGNES;75015;46;50;50;Non;24.10899864;;;;;6;;115;26;JDE7409;SV;7409;CA
363;Promenades ouvertes;Square;122;;AVENUE;FELIX FAURE;75015;3295;6020;3886;Oui;258.60953607;1983;;;1984;1;Non;115;29;57896;1318;3619;CA
10197;Décorations sur la voie publique;Jardiniere;21;;RUE;LEOPOLD BELLAN;75002;8;15;15;Non;20.61536581;2003;;;;3;;101;1;JDE7114;SV;7114;CA
11094;Etablissements sportifs;Espace Vert;35;;ROUTE DES;PETITS PONTS;75019;65632;11800;11800;Oui;1436.73999654;;;;;1;Non;119;41;0;1443;2954 DJS;CP
10251;Décorations sur la voie publique;Jardiniere;1;;SQUARE;ADANSON;75005;38;31;31;Non;38.23552942;;;;;2;;113;4;JDE7179;SV;7179;CA
10726;Décorations sur la voie publique;Jardinet;2;V;PLACE DU;DOCTEUR YERSIN;75013;1068;950;950;Non;133.40004868;2005;;;;1;;113;17;JDE6146;SV;6146;CA
10265;Décorations sur la voie publique;Decoration;17;;RUE;THOUIN;75005;57;100;100;Non;26.99325467;;;;;1;;113;4;JDE7193;SV;7193;CA
9;Promenades ouvertes;Square;98;B;BOULEVARD DE;SEBASTOPOL;75003;4073;4069;1153;Oui;264.09118284;1859;2012;;1933;1;Non;101;2;42226;257;3576;CA
11029;Décorations sur la voie publique;Jardiniere;2;;RUE;AUGUSTE LANCON;75013;36;30;30;Non;28.33566311;2006;;;;1;;113;19;JDE7356;SV;7356;CA
225;Promenades ouvertes;Parc;1;;RUE;GEORGE EASTMAN;75013;39812;42693;20597;Oui;974.58252738;1937;;;;1;Non;113;163;53572;3699;3486;CA
10742;Décorations sur la voie publique;Jardiniere;138;;BOULEVARD;VINCENT AURIOL;75013;135;215;215;Non;94.47659958;;;;;3;;113;18;JDE7329;SV;7329;CA
10297;Décorations sur la voie publique;Jardinet;20;;RUE DE;PARADIS;75010;57;54;54;Non;34.44765137;;;;;1;;104;10;JDE7225;SV;7225;CA
11241;Décorations sur la voie publique;Jardiniere;64;;AVENUE D';IVRY;75013;329;256;256;Non;134.59139369;2010;;;;4;;113;163;JDE6702;SV;6702;CA
10339;Décorations sur la voie publique;Decoration;44;;BOULEVARD DE L';HOPITAL;75013;1534;1432;1432;Non;1064.40213188;;;;;13;;113;18;JDE7296;SV;7296;CA
11123;Murs végétalisés;Jardiniere;14;;RUE DU;PREVOT;75004;0;;;Non;6.39605886;;;;;1;;101;3;JDE7154;SV;7154;CP
10403;Décorations sur la voie publique;Jardiniere;1;V;PLACE;GILBERT PRIVAT;75014;98;87;87;Non;54.82987427;;;;;1;;114;5;JDE7374;SV;7374;CA
11140;Murs végétalisés;Murs vegetalises;19;B;RUE DE L';ORILLON;75011;2;63;63;Non;20.88888207;2005;2018;SQUARE JULES VERNE;;1;;111;12;JDE7265;687;7265;CP
10272;Décorations sur la voie publique;Jardiniere;23;;RUE;FRANCISQUE GAY;75006;30;32;32;Non;22.09408201;;;;;1;;114;5;JDE7201;SV;7201;CA
10411;Décorations sur la voie publique;Jardiniere;22;;PLACE DE;CATALOGNE;75014;512;544;544;Non;90.78562159;;;;;1;;114;22;JDE7380;SV;7380;CA
10825;Décorations sur la voie publique;Jardiniere;8;;PLACE DU;PERE MARCELLIN CHAMPAGNAT;75016;42;38;38;Non;60.33101083;;2018;;;2;;116;33;JDE7447;SV;7447;CA
430;Cimetières;Cimetière;2;;RUE DU;COMMANDANT SCHLOESING;75016;18017;17000;;Oui;601.5376903;1820;;;;1;Non;17;155;59325;1112;5075;CP
10314;Décorations sur la voie publique;Jardinet;1;;RUE;MARCEL GROMAIRE;75011;44;41;41;Non;26.00827941;;;;;1;;111;11;JDE7255;SV;7255;CA
10317;Décorations sur la voie publique;Jardiniere;36;;PASSAGE DU;BUREAU;75011;60;64;64;Non;61.57356645;;;;;2;;111;12;JDE7258;SV;7258;CA
11314;Cimetières;Cimetière;28;W;AVENUE DE;GRAVELLE;75012;10876;10877;;Non;427.48583693;;;;;1;Non;7;49;0;0;0;0
11319;Promenades ouvertes;Ile;31;W;ROUTE DE;CEINTURE DU LAC DAUMESNIL;75012;24568;24572;;Oui;657.90256721;;;Bercy;;1;Non;7;49;51688;3705;7807;CP
10849;Décorations sur la voie publique;Jardiniere;55;V;BOULEVARD;GOUVION-SAINT-CYR;75017;67;130;130;Non;49.36523174;;;;;2;;117;34;JDE7481;SV;7481;CA
11326;Promenades ouvertes;Jardin;2;;CARREFOUR DE LA;PYRAMIDE;75012;664;664;;Oui;94.59451791;;;;;1;Non;7;51;51700;3705;8135;CP
11115;Murs végétalisés;Murs vegetalises;10;B;RUE;SAINT SAUVEUR;75002;0;;;Non;7.7606356;2005;;;;1;;101;1;JDE7115;SV;7115;CP
11379;Promenades ouvertes;Jardin;14;V;AVENUE;FOCH;75016;62231;66200;64737;Non;6100.66028826;1854;1970;;;1;Oui;116;30;59765;4303;5011;CP
10398;Décorations sur la voie publique;Jardiniere;20;S;RUE;WATTEAU;75013;198;200;200;Non;81.27427547;;;;;1;;113;19;JDE7346;SV;7346;CA
10839;Décorations sur la voie publique;Jardiniere;2;V;PLACE DE;COSTA RICA;75016;73;66;66;Non;30.4694655;;2018;;;1;;116;33;JDE7462;SV;7462;CA
11133;Murs végétalisés;Murs vegetalises;20;;RUE DES;VINAIGRIERS;75010;5;;;Non;26.11547107;2008;;;;1;;104;10;JDE7239;SV;7239;CP
10713;Décorations sur la voie publique;Pelouse;26;;RUE;CAMBRONNE;75015;1683;1535;1535;Non;506.29637161;;;;;9;;115;25;JDE7414;SV;7414;CA
10961;Décorations sur la voie publique;Jardiniere;32;;RUE;ALAIN;75014;174;300;300;Non;75.57264195;2007;;;;1;;114;22;JDE3816;SV;3816;CA
