# name;planet_status;mass;mass_error_min;mass_error_max;mass_sini;mass_sini_error_min;mass_sini_error_max;radius;radius_error_min;radius_error_max;orbital_period;orbital_period_error_min;orbital_period_error_max;semi_major_axis;semi_major_axis_error_min;semi_major_axis_error_max;eccentricity;inclination;angular_distance;discovered;detection_type;mag_v;star_distance;star_mass
Kepler-84 f;Confirmed;;;;;;;0.196;0.038;0.038;44.552169;0.000812;0.000812;0.25;;;;;;2014;Primary Transit;15.032;1443.27;1.022
Kepler-840 b;Confirmed;;;;;;;1.523;0.168;0.346;2.49577962;4.8e-07;4.8e-07;;;;;;;2016;Primary Transit;;778.0;1.04
Kepler-841 b;Confirmed;;;;;;;0.467;0.032;0.037;124.4198398;0.000331;0.000331;;;;;;;2016;Primary Transit;;1052.0;0.85
Kepler-842 b;Confirmed;;;;;;;0.143;0.008;0.007;1.21956827;1.1e-06;1.1e-06;;;;;;;2016;Primary Transit;;552.0;0.78
Kepler-843 b;Confirmed;;;;;;;0.231;0.022;0.054;2.05387982;2.9e-06;2.9e-06;;;;;;;2016;Primary Transit;;1247.0;1.02
Kepler-844 b;Confirmed;;;;;;;0.15;0.021;0.006;2.61302086;6.24e-06;6.24e-06;;;;;;;2016;Primary Transit;;394.0;0.59
Kepler-845 b;Confirmed;;;;;;;0.182;0.026;0.008;0.92785982;5.5e-07;5.5e-07;;;;;;;2016;Primary Transit;;471.0;0.79
Kepler-846 b;Confirmed;;;;;;;0.221;0.016;0.029;19.80792185;8.966e-05;8.966e-05;;;;;;;2016;Primary Transit;;1233.0;0.94
Kepler-847 b;Confirmed;;;;;;;0.105;0.004;0.008;2.3432319;7.57e-06;7.57e-06;;;;;;;2016;Primary Transit;;529.0;0.83
Kepler-848 b;Confirmed;;;;;;;0.152;0.022;0.028;6.91134416;2.461e-05;2.461e-05;;;;;;;2016;Primary Transit;;797.0;1.01
Kepler-849 b;Confirmed;;;;;;;0.637;0.122;0.133;394.6244904;0.0008875;0.0008875;;;;;;;2016;Primary Transit;;747.0;1.23
Kepler-85 b;Confirmed;0.0465;;;;;;0.176;0.009;0.009;8.306;;;0.07891;;;;;;2012;Primary Transit;15.0;782.09;0.95
Kepler-85 c;Confirmed;0.059;;;;;;0.194;0.009;0.009;12.513;;;0.10369;;;;;;2012;Primary Transit;15.0;782.09;0.95
Kepler-85 d;Confirmed;;;;;;;0.107;0.017;0.017;17.91323;0.000266;0.000266;0.13;;;;;;2014;Primary Transit;15.0;782.09;0.95
Kepler-85 e;Confirmed;;;;;;;0.113;0.018;0.018;25.216751;0.000718;0.000718;0.163;;;;;;2014;Primary Transit;15.0;782.09;0.95
Kepler-850 b;Confirmed;;;;;;;0.159;0.019;0.042;7.19303878;3.818e-05;3.818e-05;;;;;;;2016;Primary Transit;;1535.0;1.06
Kepler-851 b;Confirmed;;;;;;;0.15;0.019;0.024;8.50699658;3.708e-05;3.708e-05;;;;;;;2016;Primary Transit;;869.0;0.89
Kepler-852 b;Confirmed;;;;;;;0.227;0.015;0.04;44.9309804;0.00024;0.00024;;;;;;;2016;Primary Transit;;854.0;1.19
